模块,类,函数名
testreport,zen,assignTaskParisForCreate
testreport,zen,assignTesttaskReportData
testreport,zen,assignProjectReportDataForCreate
testreport,zen,assignProjectReportDataForEdit
testreport,zen,assignReportData
testreport,zen,buildReportDataForView
testreport,zen,prepareTestreportForCreate
testreport,zen,prepareTestreportForEdit
testreport,zen,buildReportBugData
testreport,zen,buildBugInfo
testreport,zen,getStageAndHandleGroups
testreport,zen,getGeneratedAndLegacyBugData
testreport,zen,getFoundBugGroups
testreport,zen,setChartDatas
testsuite,zen,checkTestsuiteAccess
testtask,zen,setMenu
testtask,zen,getBrowseBranch
testtask,zen,setSearchParamsForCases
testtask,zen,setSearchParamsForLinkCase
testtask,zen,buildTaskForEdit
testtask,zen,buildTaskForStart
testtask,zen,buildTaskForClose
testtask,zen,buildTaskForActivate
testtask,zen,buildTaskForBlock
testtask,zen,buildTaskForImportUnitResult
testtask,zen,checkTaskForEdit
testtask,zen,assignForCases
testtask,zen,assignForCreate
testtask,zen,assignForEdit
testtask,zen,assignForRunCase
testtask,zen,getProducts
testtask,zen,prepareSummaryForBrowse
testtask,zen,prepareCasesForBatchRun
testtask,zen,processRowspanForUnitCases
testtask,zen,processRowspanForGroupCase
testtask,zen,checkAndExecuteAutomatedTest
testtask,zen,responseAfterRunCase
testtask,zen,setDropMenu
todo,zen,buildCreateView
todo,zen,buildBatchCreateView
todo,zen,buildEditView
todo,zen,buildAssignToView
todo,zen,beforeCreate
todo,zen,addCycleYearConfig
todo,zen,prepareCreateData
todo,zen,afterCreate
todo,zen,beforeBatchCreate
todo,zen,beforeEdit
todo,zen,afterEdit
todo,zen,batchEditFromMyTodo
todo,zen,getBatchEditInitTodos
todo,zen,buildBatchEditView
todo,zen,beforeBatchEdit
todo,zen,afterBatchEdit
todo,zen,handleCycleConfig
todo,zen,setCycle
todo,zen,printStartConfirm
todo,zen,getProjectPairsByModel
todo,zen,buildAssignToTodoView
todo,zen,beforeAssignTo
todo,zen,doAssignTo
todo,zen,getUserById
todo,zen,setSessionUri
todo,zen,exportTodoInfo
todo,zen,exportAssociated
todo,zen,assembleExportData
transfer,zen,saveSession
transfer,zen,processTaskTemplateFields
transfer,zen,initTemplateFields
transfer,zen,formatFields
transfer,zen,buildNextList
transfer,zen,printRow
transfer,zen,printCell
transfer,zen,processEstimate
transfer,zen,process4Testcase
tree,zen,setRoot
tree,zen,getBranches
tree,zen,updateBrowseLang
tree,zen,updateWorkflowLang
tree,zen,updateRawModule
tree,zen,printOptionMenuMHtml
tree,zen,printOptionMenuArray
tree,zen,printOptionMenuHtml
user,zen,checkDirPermission
user,zen,checkTmp
user,zen,getUserForJSON
user,zen,login
user,zen,parseLoginModuleAndMethod
user,zen,prepareRolesAndGroups
user,zen,prepareCustomFields
user,zen,reloadLang
user,zen,responseForLogon
user,zen,responseForLocked
user,zen,responseForLoginFail
user,zen,setReferer
webhook,zen,getResponse
webhook,zen,getBoundUseridPairs
zahost,zen,getServiceStatus
zanode,zen,handleNode
zanode,zen,prepareCreateExtras
zanode,zen,prepareCreateSnapshotExtras
zanode,zen,getTaskStatus
zanode,zen,getServiceStatus
zanode,zen,installService
